codigo_cliente,numero_contrato,data_vencimento,dia_vencimento,parcela_atraso,vl_atraso,empresa_cobranca,data_pagamento,dia_pagamento,vl_pagamento,vl_honorarios_cobranca,dias_em_atraso,eficiencia_cobranca,custo_cobranca_percentual,houve_atraso
5300,577399,2025-06-07,7,18,1252.79,COBRADORA ABC LTDA,2025-06-18,18,1252.79,162.86,11,100.0,12.999784481038324,1
7269,920895,2025-06-05,5,19,865.72,COBRADORA ABC LTDA,2025-06-17,17,865.72,112.54,12,100.0,12.999584161160652,1
4818,860628,2025-06-08,8,20,1226.36,COBRADORA ABC LTDA,2025-06-16,16,1226.36,159.43,8,100.0,13.000260934798918,1
2906,277895,2025-06-08,8,15,956.07,COBRADORA ABC LTDA,2025-06-17,17,956.07,124.29,9,100.0,13.000094135366657,1
7254,518187,2025-06-06,6,16,1047.25,COBRADORA ABC LTDA,2025-06-15,15,1047.25,136.14,9,100.0,12.999761279541655,1
1760,641582,2025-06-09,9,16,1043.29,COBRADORA ABC LTDA,2025-06-15,15,1043.29,135.63,6,100.0,13.000220456440683,1
8830,559457,2025-06-06,6,19,1475.85,COBRADORA ABC LTDA,2025-06-18,18,1475.85,191.86,12,100.0,12.999966121218282,1
8350,887872,2025-06-06,6,20,867.06,COBRADORA ABC LTDA,2025-06-17,17,867.06,112.72,11,100.0,13.00025373099901,1
7238,360685,2025-06-09,9,18,707.68,COBRADORA ABC LTDA,2025-06-18,18,707.68,92.0,9,100.0,13.000226090888539,1
7090,897878,2025-06-10,10,16,1411.79,COBRADORA ABC LTDA,2025-06-18,18,1411.79,183.53,8,100.0,12.9998087534265,1
7031,359168,2025-06-05,5,14,674.84,COBRADORA ABC LTDA,2025-06-16,16,674.84,87.73,11,100.0,13.000118546618458,1
8687,394387,2025-06-08,8,12,1334.42,COBRADORA ABC LTDA,2025-06-15,15,1334.42,173.47,7,100.0,12.99965528094603,1
9472,920757,2025-06-06,6,20,650.21,COBRADORA ABC LTDA,2025-06-18,18,650.21,84.53,12,100.0,13.000415250457545,1
2887,960649,2025-06-09,9,16,1158.72,COBRADORA ABC LTDA,2025-06-16,16,1158.72,150.63,7,100.0,12.999689312344657,1
4266,849972,2025-06-07,7,20,650.54,COBRADORA ABC LTDA,2025-06-16,16,650.54,84.57,9,100.0,12.999969256310143,1
1666,826112,2025-06-06,6,15,1423.09,COBRADORA ABC LTDA,2025-06-17,17,1423.09,185.0,11,100.0,12.999880541638268,1
5188,911009,2025-06-08,8,16,1065.01,COBRADORA ABC LTDA,2025-06-15,15,1065.01,138.45,7,100.0,12.999877935418446,1
1671,269499,2025-06-05,5,15,829.27,COBRADORA ABC LTDA,2025-06-17,17,829.27,107.81,12,100.0,13.000590881136423,1
7777,389652,2025-06-06,6,13,640.32,COBRADORA ABC LTDA,2025-06-17,17,640.32,83.24,11,100.0,12.99975012493753,1
8570,219066,2025-06-06,6,12,871.19,COBRADORA ABC LTDA,2025-06-18,18,871.19,113.25,12,100.0,12.999460508040725,1
8956,692938,2025-06-10,10,19,1205.02,COBRADORA ABC LTDA,2025-06-17,17,1205.02,156.65,7,100.0,12.999784235946294,1
6124,570867,2025-06-09,9,15,884.95,COBRADORA ABC LTDA,2025-06-18,18,884.95,115.04,9,100.0,12.999604497429235,1
6585,820805,2025-06-07,7,16,746.09,COBRADORA ABC LTDA,2025-06-17,17,746.09,96.99,10,100.0,12.999772145451619,1
5777,578434,2025-06-07,7,17,1077.41,COBRADORA ABC LTDA,2025-06-16,16,1077.41,140.06,9,100.0,12.999693709915444,1
4900,795653,2025-06-05,5,19,917.82,COBRADORA ABC LTDA,2025-06-15,15,917.82,119.32,10,100.0,13.000370443006254,1
7677,114995,2025-06-08,8,19,665.81,COBRADORA ABC LTDA,2025-06-15,15,665.81,86.56,7,100.0,13.000705907090612,1
7981,418116,2025-06-05,5,18,653.99,COBRADORA ABC LTDA,2025-06-15,15,653.99,85.02,10,100.0,13.000198779797856,1
7376,762294,2025-06-06,6,15,1207.46,COBRADORA ABC LTDA,2025-06-16,16,1207.46,156.97,10,100.0,13.00001656369569,1
1523,769016,2025-06-06,6,17,1474.67,COBRADORA ABC LTDA,2025-06-16,16,1474.67,191.71,10,100.0,13.000196654166697,1
3393,769103,2025-06-07,7,15,733.09,COBRADORA ABC LTDA,2025-06-17,17,733.09,95.3,10,100.0,12.999768104871162,1
3593,965320,2025-06-08,8,18,1273.15,COBRADORA ABC LTDA,2025-06-17,17,1273.15,165.51,9,100.0,13.000039272670147,1
8240,514758,2025-06-09,9,12,587.61,COBRADORA ABC LTDA,2025-06-17,17,587.61,76.39,8,100.0,13.00011912663161,1
7937,569443,2025-06-08,8,16,881.58,COBRADORA ABC LTDA,2025-06-17,17,881.58,114.61,9,100.0,13.000521790421743,1
7190,827963,2025-06-06,6,15,1006.69,COBRADORA ABC LTDA,2025-06-15,15,1006.69,130.87,9,100.0,13.000029800633762,1
6240,577469,2025-06-09,9,18,768.75,COBRADORA ABC LTDA,2025-06-17,17,768.75,99.94,8,100.0,13.000325203252034,1
7493,520029,2025-06-08,8,20,1029.58,COBRADORA ABC LTDA,2025-06-16,16,1029.58,133.85,8,100.0,13.000446784125566,1
3878,965741,2025-06-08,8,16,1382.61,COBRADORA ABC LTDA,2025-06-16,16,1382.61,179.74,8,100.0,13.000050628883056,1
5143,189225,2025-06-09,9,15,1444.44,COBRADORA ABC LTDA,2025-06-16,16,1444.44,187.78,7,100.0,13.000193846750296,1
4644,485106,2025-06-06,6,20,600.56,COBRADORA ABC LTDA,2025-06-18,18,600.56,78.07,12,100.0,12.999533768482749,1
5432,895967,2025-06-08,8,16,771.85,COBRADORA ABC LTDA,2025-06-18,18,771.85,100.34,10,100.0,12.999935220573947,1
2276,987284,2025-06-09,9,20,1479.13,COBRADORA ABC LTDA,2025-06-18,18,1479.13,192.29,9,100.0,13.000209582660075,1
6811,740639,2025-06-10,10,19,770.42,COBRADORA ABC LTDA,2025-06-17,17,770.42,100.15,7,100.0,12.999402923080918,1
1302,901193,2025-06-10,10,15,1192.71,COBRADORA ABC LTDA,2025-06-15,15,1192.71,155.05,5,100.0,12.99980716184152,1
1638,405459,2025-06-06,6,18,753.45,COBRADORA ABC LTDA,2025-06-15,15,753.45,97.95,9,100.0,13.000199084212621,1
1055,202895,2025-06-09,9,16,856.37,COBRADORA ABC LTDA,2025-06-17,17,856.37,111.33,8,100.0,13.000221866716489,1
9717,808900,2025-06-10,10,15,691.28,COBRADORA ABC LTDA,2025-06-17,17,691.28,89.87,7,100.0,13.000520773058675,1
9150,680917,2025-06-09,9,16,1356.3,COBRADORA ABC LTDA,2025-06-18,18,1356.3,176.32,9,100.0,13.00007373000074,1
3125,953104,2025-06-08,8,16,1382.65,COBRADORA ABC LTDA,2025-06-16,16,1382.65,179.74,8,100.0,12.999674538024808,1
1364,996082,2025-06-06,6,20,796.91,COBRADORA ABC LTDA,2025-06-16,16,796.91,103.6,10,100.0,13.000213323963811,1
7809,616620,2025-06-10,10,20,1323.59,COBRADORA ABC LTDA,2025-06-18,18,1323.59,172.07,8,100.0,13.000249321919929,1
5621,385414,2025-06-08,8,17,858.24,COBRADORA ABC LTDA,2025-06-18,18,858.24,111.57,10,100.0,12.999860178970915,1
6126,202917,2025-06-05,5,15,599.02,COBRADORA ABC LTDA,2025-06-15,15,599.02,77.87,10,100.0,12.999565957730963,1
6122,104736,2025-06-05,5,13,1258.08,COBRADORA ABC LTDA,2025-06-18,18,1258.08,163.55,13,100.0,12.999968205519524,1
2646,702431,2025-06-06,6,14,1096.45,COBRADORA ABC LTDA,2025-06-16,16,1096.45,142.54,10,100.0,13.000136805143873,1
1918,570160,2025-06-10,10,13,774.38,COBRADORA ABC LTDA,2025-06-16,16,774.38,100.67,6,100.0,13.000077481339911,1
3797,216946,2025-06-10,10,16,753.0,COBRADORA ABC LTDA,2025-06-17,17,753.0,97.89,7,100.0,13.0,1
7506,316785,2025-06-10,10,17,1475.62,COBRADORA ABC LTDA,2025-06-15,15,1475.62,191.83,5,100.0,12.99995933912525,1
6870,117864,2025-06-09,9,16,1362.5,COBRADORA ABC LTDA,2025-06-17,17,1362.5,177.12,8,100.0,12.999633027522936,1
2531,509615,2025-06-08,8,13,1309.8,COBRADORA ABC LTDA,2025-06-15,15,1309.8,170.27,7,100.0,12.999694609864102,1
9172,804668,2025-06-10,10,16,628.02,COBRADORA ABC LTDA,2025-06-17,17,628.02,81.64,7,100.0,12.999586000445845,1
4345,977014,2025-06-08,8,20,1255.19,COBRADORA ABC LTDA,2025-06-15,15,1255.19,163.17,7,100.0,12.999625554696898,1
8673,950167,2025-06-06,6,15,714.54,COBRADORA ABC LTDA,2025-06-18,18,714.54,92.89,12,100.0,12.999972009964452,1
7949,186455,2025-06-10,10,13,1477.39,COBRADORA ABC LTDA,2025-06-16,16,1477.39,192.06,6,100.0,12.999952619145924,1
7882,916795,2025-06-06,6,14,552.09,COBRADORA ABC LTDA,2025-06-18,18,552.09,71.77,12,100.0,12.999692079189987,1
2906,879934,2025-06-10,10,14,852.14,COBRADORA ABC LTDA,2025-06-15,15,852.14,110.78,5,100.0,13.000211232896003,1
4086,725297,2025-06-05,5,20,928.65,COBRADORA ABC LTDA,2025-06-15,15,928.65,120.72,10,100.0,12.999515425617833,1
9152,941774,2025-06-07,7,15,1324.2,COBRADORA ABC LTDA,2025-06-17,17,1324.2,172.15,10,100.0,13.000302069173841,1
6750,802554,2025-06-06,6,12,1266.22,COBRADORA ABC LTDA,2025-06-15,15,1266.22,164.61,9,100.0,13.00011056530461,1
9905,806152,2025-06-10,10,12,874.99,COBRADORA ABC LTDA,2025-06-18,18,874.99,113.75,8,100.0,13.00014857312655,1
2062,252665,2025-06-07,7,18,1065.56,COBRADORA ABC LTDA,2025-06-15,15,1065.56,138.52,8,100.0,12.999737227373402,1
2976,251087,2025-06-06,6,18,1335.6,COBRADORA ABC LTDA,2025-06-15,15,1335.6,173.63,9,100.0,13.000149745432765,1
2296,573643,2025-06-09,9,13,518.2,COBRADORA ABC LTDA,2025-06-17,17,518.2,67.37,8,100.0,13.000771902740254,1
7229,733945,2025-06-10,10,20,1302.18,COBRADORA ABC LTDA,2025-06-15,15,1302.18,169.28,5,100.0,12.99973889938411,1
8641,499401,2025-06-09,9,20,1446.9,COBRADORA ABC LTDA,2025-06-17,17,1446.9,188.1,8,100.0,13.00020733982998,1
1125,120019,2025-06-05,5,16,532.06,COBRADORA ABC LTDA,2025-06-16,16,532.06,69.17,11,100.0,13.000413487200694,1
5632,472590,2025-06-10,10,14,545.58,COBRADORA ABC LTDA,2025-06-17,17,545.58,70.93,7,100.0,13.00084313941127,1
7288,317212,2025-06-05,5,14,844.51,COBRADORA ABC LTDA,2025-06-15,15,844.51,109.79,10,100.0,13.000438123882487,1
4596,419491,2025-06-07,7,14,587.77,COBRADORA ABC LTDA,2025-06-16,16,587.77,76.41,9,100.0,12.999982986542355,1
7168,538390,2025-06-06,6,17,979.28,COBRADORA ABC LTDA,2025-06-15,15,979.28,127.31,9,100.0,13.000367617024752,1
8561,218842,2025-06-08,8,15,1228.71,COBRADORA ABC LTDA,2025-06-17,17,1228.71,159.73,9,100.0,12.99981281181076,1
9258,787490,2025-06-05,5,19,1066.9,COBRADORA ABC LTDA,2025-06-18,18,1066.9,138.7,13,100.0,13.000281188490014,1
1232,823494,2025-06-08,8,16,696.43,COBRADORA ABC LTDA,2025-06-16,16,696.43,90.54,8,100.0,13.000588716741095,1
7371,538642,2025-06-08,8,12,1154.81,COBRADORA ABC LTDA,2025-06-18,18,1154.81,150.13,10,100.0,13.000406993358215,1
5206,245643,2025-06-06,6,20,1184.85,COBRADORA ABC LTDA,2025-06-18,18,1184.85,154.03,12,100.0,12.999957800565474,1
8943,472118,2025-06-07,7,12,1432.45,COBRADORA ABC LTDA,2025-06-16,16,1432.45,186.22,9,100.0,13.000104715696883,1
7891,416961,2025-06-06,6,17,646.8,COBRADORA ABC LTDA,2025-06-18,18,646.8,84.08,12,100.0,12.999381570810142,1
7738,629514,2025-06-10,10,12,1192.34,COBRADORA ABC LTDA,2025-06-18,18,1192.34,155.0,8,100.0,12.999647751480284,1
3472,948311,2025-06-05,5,14,1411.43,COBRADORA ABC LTDA,2025-06-18,18,1411.43,183.49,13,100.0,13.000290485535945,1
3739,709204,2025-06-08,8,16,1001.56,COBRADORA ABC LTDA,2025-06-18,18,1001.56,130.2,10,100.0,12.999720436119652,1
6401,124057,2025-06-06,6,18,861.8,COBRADORA ABC LTDA,2025-06-16,16,861.8,112.03,10,100.0,12.999535855186819,1
2761,114712,2025-06-06,6,19,670.75,COBRADORA ABC LTDA,2025-06-15,15,670.75,87.2,9,100.0,13.000372717107716,1
1876,723396,2025-06-06,6,20,1366.79,COBRADORA ABC LTDA,2025-06-18,18,1366.79,177.68,12,100.0,12.999802456851455,1
4812,144388,2025-06-05,5,17,894.25,COBRADORA ABC LTDA,2025-06-16,16,894.25,116.25,11,100.0,12.999720436119652,1
2460,664897,2025-06-07,7,20,1424.88,COBRADORA ABC LTDA,2025-06-16,16,1424.88,185.23,9,100.0,12.999691202066138,1
2733,342309,2025-06-06,6,19,1347.76,COBRADORA ABC LTDA,2025-06-16,16,1347.76,175.21,10,100.0,13.000089036623732,1
2605,498790,2025-06-05,5,20,876.64,COBRADORA ABC LTDA,2025-06-16,16,876.64,113.96,11,100.0,12.999634969885015,1
6622,976645,2025-06-08,8,15,1073.91,COBRADORA ABC LTDA,2025-06-17,17,1073.91,139.61,9,100.0,13.000158300043765,1
7767,298421,2025-06-10,10,20,527.17,COBRADORA ABC LTDA,2025-06-15,15,527.17,68.53,5,100.0,12.999601646527687,1
7986,191954,2025-06-09,9,18,763.22,COBRADORA ABC LTDA,2025-06-15,15,763.22,99.22,6,100.0,13.00018343334818,1
4517,195407,2025-06-05,5,16,1210.27,COBRADORA ABC LTDA,2025-06-18,18,1210.27,157.34,13,100.0,13.000404868335167,1
4735,279889,2025-06-09,9,16,1177.91,COBRADORA ABC LTDA,2025-06-16,16,1177.91,153.13,7,100.0,13.000144323420294,1
9434,932997,2025-06-06,6,12,853.37,COBRADORA ABC LTDA,2025-06-17,17,853.37,110.94,11,100.0,13.000222646683149,1
3590,918184,2025-06-06,6,13,1308.61,COBRADORA ABC LTDA,2025-06-16,16,1308.61,170.12,10,100.0,13.000053491873057,1
2063,397877,2025-06-05,5,14,735.84,COBRADORA ABC LTDA,2025-06-18,18,735.84,95.66,13,100.0,13.000108719286802,1
5324,967005,2025-06-09,9,19,961.27,COBRADORA ABC LTDA,2025-06-15,15,961.27,124.97,6,100.0,13.000509742320057,1
6342,176446,2025-06-06,6,17,972.53,COBRADORA ABC LTDA,2025-06-18,18,972.53,126.43,12,100.0,13.000113107050684,1
1005,810309,2025-06-08,8,16,840.82,COBRADORA ABC LTDA,2025-06-18,18,840.82,109.31,10,100.0,13.000404367165386,1
8489,672363,2025-06-07,7,12,1454.67,COBRADORA ABC LTDA,2025-06-18,18,1454.67,189.11,11,100.0,13.00019935792998,1
9659,436304,2025-06-07,7,20,1196.68,COBRADORA ABC LTDA,2025-06-18,18,1196.68,155.57,11,100.0,13.000133703245645,1
9195,307629,2025-06-06,6,14,1039.2,COBRADORA ABC LTDA,2025-06-18,18,1039.2,135.1,12,100.0,13.000384911470361,1
6966,274604,2025-06-09,9,14,1010.52,COBRADORA ABC LTDA,2025-06-18,18,1010.52,131.37,9,100.0,13.000237501484385,1
9837,851569,2025-06-10,10,13,659.3,COBRADORA ABC LTDA,2025-06-18,18,659.3,85.71,8,100.0,13.000151676020021,1
1117,285356,2025-06-06,6,15,872.19,COBRADORA ABC LTDA,2025-06-15,15,872.19,113.38,9,100.0,12.999461126589388,1
3551,378077,2025-06-10,10,13,1172.77,COBRADORA ABC LTDA,2025-06-15,15,1172.77,152.46,5,100.0,12.999991473178884,1
6560,881946,2025-06-10,10,20,1424.57,COBRADORA ABC LTDA,2025-06-16,16,1424.57,185.19,6,100.0,12.999712193854988,1
5289,760530,2025-06-09,9,18,1316.46,COBRADORA ABC LTDA,2025-06-16,16,1316.46,171.14,7,100.0,13.000015192258024,1
1846,981263,2025-06-10,10,19,800.39,COBRADORA ABC LTDA,2025-06-17,17,800.39,104.05,7,100.0,12.999912542635464,1
7316,442671,2025-06-08,8,14,933.96,COBRADORA ABC LTDA,2025-06-17,17,933.96,121.41,9,100.0,12.999486059360144,1
7469,889774,2025-06-09,9,17,582.92,COBRADORA ABC LTDA,2025-06-15,15,582.92,75.78,6,100.0,13.000068620050781,1
9915,542717,2025-06-06,6,17,602.17,COBRADORA ABC LTDA,2025-06-15,15,602.17,78.28,9,100.0,12.999651261271735,1
1224,437136,2025-06-08,8,12,970.23,COBRADORA ABC LTDA,2025-06-17,17,970.23,126.13,9,100.0,13.000010306834461,1
5208,733106,2025-06-05,5,17,1030.22,COBRADORA ABC LTDA,2025-06-15,15,1030.22,133.93,10,100.0,13.000135893304343,1
7283,651986,2025-06-07,7,14,764.03,COBRADORA ABC LTDA,2025-06-17,17,764.03,99.32,10,100.0,12.999489548839705,1
3048,594388,2025-06-06,6,14,1142.78,COBRADORA ABC LTDA,2025-06-16,16,1142.78,148.56,10,100.0,12.999877491730693,1
7233,591524,2025-06-06,6,14,1203.38,COBRADORA ABC LTDA,2025-06-15,15,1203.38,156.44,9,100.0,13.000049859562232,1
2828,348852,2025-06-06,6,19,799.12,COBRADORA ABC LTDA,2025-06-15,15,799.12,103.89,9,100.0,13.000550605666234,1
2917,461076,2025-06-08,8,16,1258.42,COBRADORA ABC LTDA,2025-06-17,17,1258.42,163.59,9,100.0,12.999634462262202,1
5234,742987,2025-06-05,5,15,705.6,COBRADORA ABC LTDA,2025-06-18,18,705.6,91.73,13,100.0,13.000283446712018,1
7988,912580,2025-06-09,9,20,1044.25,COBRADORA ABC LTDA,2025-06-18,18,1044.25,135.75,9,100.0,12.999760593727554,1
3026,463973,2025-06-05,5,20,1304.28,COBRADORA ABC LTDA,2025-06-16,16,1304.28,169.56,11,100.0,13.000276014352746,1
4744,205591,2025-06-08,8,12,1037.01,COBRADORA ABC LTDA,2025-06-15,15,1037.01,134.81,7,100.0,12.999874639588818,1
1009,256115,2025-06-06,6,13,1407.96,COBRADORA ABC LTDA,2025-06-15,15,1407.96,183.03,9,100.0,12.9996590812239,1
1260,761506,2025-06-07,7,19,558.5,COBRADORA ABC LTDA,2025-06-17,17,558.5,72.6,10,100.0,12.999104744852282,1
7038,565680,2025-06-06,6,16,1088.31,COBRADORA ABC LTDA,2025-06-18,18,1088.31,141.48,12,100.0,12.999972434324777,1
3219,109728,2025-06-09,9,18,1061.76,COBRADORA ABC LTDA,2025-06-18,18,1061.76,138.03,9,100.0,13.0001130198915,1
8041,562522,2025-06-10,10,12,1160.35,COBRADORA ABC LTDA,2025-06-16,16,1160.35,150.85,6,100.0,13.000387814021632,1
3060,111673,2025-06-07,7,16,1333.41,COBRADORA ABC LTDA,2025-06-18,18,1333.41,173.34,11,100.0,12.999752514230432,1
6287,832512,2025-06-06,6,14,1225.85,COBRADORA ABC LTDA,2025-06-18,18,1225.85,159.36,12,100.0,12.999959211975366,1
2619,587578,2025-06-07,7,13,1290.28,COBRADORA ABC LTDA,2025-06-18,18,1290.28,167.74,11,100.0,13.000279009207304,1
9512,476201,2025-06-10,10,13,788.82,COBRADORA ABC LTDA,2025-06-17,17,788.82,102.55,7,100.0,13.000431023554167,1
2342,146512,2025-06-05,5,20,887.5,COBRADORA ABC LTDA,2025-06-18,18,887.5,115.38,13,100.0,13.00056338028169,1
3832,808312,2025-06-08,8,15,1126.78,COBRADORA ABC LTDA,2025-06-16,16,1126.78,146.48,8,100.0,12.999875752143275,1
3824,338966,2025-06-06,6,15,1053.46,COBRADORA ABC LTDA,2025-06-18,18,1053.46,136.95,12,100.0,13.000018985058755,1
2994,239923,2025-06-09,9,18,1461.1,COBRADORA ABC LTDA,2025-06-16,16,1461.1,189.94,7,100.0,12.99979467524468,1
4490,758345,2025-06-05,5,13,686.83,COBRADORA ABC LTDA,2025-06-17,17,686.83,89.29,12,100.0,13.000305752515178,1
8984,112987,2025-06-06,6,14,851.28,COBRADORA ABC LTDA,2025-06-17,17,851.28,110.67,11,100.0,13.000422892585284,1
2604,574879,2025-06-05,5,14,1072.76,COBRADORA ABC LTDA,2025-06-16,16,1072.76,139.46,11,100.0,13.000111860994073,1
1235,966943,2025-06-09,9,17,1367.96,COBRADORA ABC LTDA,2025-06-17,17,1367.96,177.83,8,100.0,12.999649112547152,1
2908,284235,2025-06-06,6,14,1429.35,COBRADORA ABC LTDA,2025-06-15,15,1429.35,185.82,9,100.0,13.000314828418514,1
9567,847145,2025-06-10,10,16,836.04,COBRADORA ABC LTDA,2025-06-15,15,836.04,108.69,5,100.0,13.000574135208842,1
4530,982222,2025-06-10,10,15,567.11,COBRADORA ABC LTDA,2025-06-15,15,567.11,73.72,5,100.0,12.999241769674313,1
6256,172193,2025-06-09,9,14,921.62,COBRADORA ABC LTDA,2025-06-15,15,921.62,119.81,6,100.0,12.999934897246154,1
3635,813839,2025-06-07,7,19,894.34,COBRADORA ABC LTDA,2025-06-15,15,894.34,116.26,8,100.0,12.999530379944988,1
9162,818924,2025-06-09,9,14,1486.49,COBRADORA ABC LTDA,2025-06-17,17,1486.49,193.24,8,100.0,12.999751091497421,1
3560,444922,2025-06-07,7,17,931.06,COBRADORA ABC LTDA,2025-06-16,16,931.06,121.04,9,100.0,13.000236289820204,1
6415,709448,2025-06-06,6,18,805.72,COBRADORA ABC LTDA,2025-06-17,17,805.72,104.74,11,100.0,12.999553194658192,1
4391,537713,2025-06-07,7,18,865.38,COBRADORA ABC LTDA,2025-06-18,18,865.38,112.5,11,100.0,13.000069333703113,1
6951,637954,2025-06-06,6,13,896.93,COBRADORA ABC LTDA,2025-06-15,15,896.93,116.6,9,100.0,12.99989965772134,1
6468,549181,2025-06-06,6,14,1321.54,COBRADORA ABC LTDA,2025-06-15,15,1321.54,171.8,9,100.0,12.999984866141018,1
9007,284223,2025-06-08,8,15,581.01,COBRADORA ABC LTDA,2025-06-17,17,581.01,75.53,9,100.0,12.999776251699627,1
7413,110365,2025-06-06,6,18,816.51,COBRADORA ABC LTDA,2025-06-18,18,816.51,106.15,12,100.0,13.000453148154953,1
7941,186840,2025-06-07,7,13,1466.32,COBRADORA ABC LTDA,2025-06-17,17,1466.32,190.62,10,100.0,12.999890883299688,1
5820,568639,2025-06-08,8,14,653.1,COBRADORA ABC LTDA,2025-06-16,16,653.1,84.9,8,100.0,12.999540652273772,1
3898,616137,2025-06-08,8,18,1242.6,COBRADORA ABC LTDA,2025-06-15,15,1242.6,161.54,7,100.0,13.000160952840817,1
8546,955624,2025-06-06,6,18,856.39,COBRADORA ABC LTDA,2025-06-17,17,856.39,111.33,11,100.0,12.999918261539719,1
1077,706830,2025-06-09,9,14,1081.79,COBRADORA ABC LTDA,2025-06-16,16,1081.79,140.63,7,100.0,12.99975041366624,1
8577,204096,2025-06-09,9,12,599.55,COBRADORA ABC LTDA,2025-06-15,15,599.55,77.94,6,100.0,12.999749812359271,1
5227,141200,2025-06-10,10,14,806.41,COBRADORA ABC LTDA,2025-06-15,15,806.41,104.83,5,100.0,12.99959077888419,1
1600,327488,2025-06-08,8,16,1000.86,COBRADORA ABC LTDA,2025-06-15,15,1000.86,130.11,7,100.0,12.999820154666988,1
2065,615276,2025-06-06,6,18,731.7,COBRADORA ABC LTDA,2025-06-18,18,731.7,95.12,12,100.0,12.999863331966651,1
3136,907000,2025-06-09,9,15,1041.87,COBRADORA ABC LTDA,2025-06-17,17,1041.87,135.44,8,100.0,12.999702458080185,1
7943,760088,2025-06-06,6,12,719.76,COBRADORA ABC LTDA,2025-06-15,15,719.76,93.57,9,100.0,13.000166722240747,1
8804,588512,2025-06-06,6,17,1150.1,COBRADORA ABC LTDA,2025-06-15,15,1150.1,149.51,9,100.0,12.99973915311712,1
7565,178355,2025-06-08,8,13,1404.35,COBRADORA ABC LTDA,2025-06-16,16,1404.35,182.57,8,100.0,13.000320432940507,1
6984,255709,2025-06-10,10,14,585.49,COBRADORA ABC LTDA,2025-06-17,17,585.49,76.11,7,100.0,12.999368050692581,1
6142,397410,2025-06-08,8,15,716.62,COBRADORA ABC LTDA,2025-06-16,16,716.62,93.16,8,100.0,12.999916273617817,1
5670,163398,2025-06-05,5,17,1344.42,COBRADORA ABC LTDA,2025-06-17,17,1344.42,174.77,12,100.0,12.99965784501867,1
3190,495345,2025-06-09,9,17,1131.55,COBRADORA ABC LTDA,2025-06-15,15,1131.55,147.1,6,100.0,12.999867438469357,1
3712,762613,2025-06-09,9,18,578.71,COBRADORA ABC LTDA,2025-06-18,18,578.71,75.23,9,100.0,12.9996025643241,1
3192,113181,2025-06-09,9,16,986.35,COBRADORA ABC LTDA,2025-06-16,16,986.35,128.23,7,100.0,13.000456227505447,1
2248,545752,2025-06-07,7,18,709.76,COBRADORA ABC LTDA,2025-06-18,18,709.76,92.27,11,100.0,13.000169071235346,1
5033,857478,2025-06-06,6,13,699.1,COBRADORA ABC LTDA,2025-06-18,18,699.1,90.88,12,100.0,12.999570876841652,1
2997,647308,2025-06-08,8,12,1440.65,COBRADORA ABC LTDA,2025-06-18,18,1440.65,187.28,10,100.0,12.999687640995383,1
4687,636779,2025-06-09,9,19,1261.54,COBRADORA ABC LTDA,2025-06-17,17,1261.54,164.0,8,100.0,12.999984146360797,1
5018,782715,2025-06-05,5,12,1196.23,COBRADORA ABC LTDA,2025-06-17,17,1196.23,155.51,12,100.0,13.000008359596398,1
2970,630250,2025-06-09,9,13,738.93,COBRADORA ABC LTDA,2025-06-18,18,738.93,96.06,9,100.0,12.999878202265439,1
9389,744916,2025-06-10,10,17,618.57,COBRADORA ABC LTDA,2025-06-15,15,618.57,80.41,5,100.0,12.999337180917275,1
6765,348982,2025-06-06,6,12,1370.83,COBRADORA ABC LTDA,2025-06-15,15,1370.83,178.21,9,100.0,13.000153191861866,1
2202,588842,2025-06-06,6,14,505.88,COBRADORA ABC LTDA,2025-06-18,18,505.88,65.76,12,100.0,12.999130228512692,1
9135,272992,2025-06-08,8,18,888.1,COBRADORA ABC LTDA,2025-06-16,16,888.1,115.45,8,100.0,12.99966220020268,1
6567,774035,2025-06-07,7,19,777.61,COBRADORA ABC LTDA,2025-06-16,16,777.61,101.09,9,100.0,13.000090019418476,1
8667,676633,2025-06-08,8,15,1070.38,COBRADORA ABC LTDA,2025-06-17,17,1070.38,139.15,9,100.0,13.000056054859021,1
6742,263503,2025-06-09,9,14,750.51,COBRADORA ABC LTDA,2025-06-16,16,750.51,97.57,7,100.0,13.000492998094629,1
6788,888814,2025-06-10,10,12,811.21,COBRADORA ABC LTDA,2025-06-15,15,811.21,105.46,5,100.0,13.000332836133676,1
6408,299533,2025-06-05,5,20,1350.04,COBRADORA ABC LTDA,2025-06-18,18,1350.04,175.51,13,100.0,13.00035554502089,1
9669,423971,2025-06-08,8,17,1103.19,COBRADORA ABC LTDA,2025-06-16,16,1103.19,143.41,8,100.0,12.99957396278066,1
1922,314607,2025-06-07,7,17,645.68,COBRADORA ABC LTDA,2025-06-18,18,645.68,83.94,11,100.0,13.000247800768182,1
1419,132111,2025-06-08,8,20,1226.47,COBRADORA ABC LTDA,2025-06-16,16,1226.47,159.44,8,100.0,12.999910311707582,1
3204,851858,2025-06-06,6,12,707.46,COBRADORA ABC LTDA,2025-06-17,17,707.46,91.97,11,100.0,13.00002827014955,1
2120,868850,2025-06-09,9,17,933.0,COBRADORA ABC LTDA,2025-06-15,15,933.0,121.29,6,100.0,13.0,1
1950,329264,2025-06-09,9,16,1146.61,COBRADORA ABC LTDA,2025-06-17,17,1146.61,149.06,8,100.0,13.000061049528611,1
